Opcode,Flag,ID,Symbol,Price,Avg_Price,Quantity,Tot_Quantity
I,N,100000,A,27.86,27.86,488,488,0,34:00.0
I,N,10035599,LO,76,76,100,100,0,34:00.0
I,N,10046471,LOW,20.92,20.92,1539,1539,0,34:00.0
I,N,1005973,ANH,7.04,7.04,235,235,0,34:00.0
I,N,10093149,LPL,15.83,15.83,200,200,0,34:00.0
I,N,10105949,LPX,7.15,7.15,410,410,0,34:00.0
I,N,10105950,LPX,7.06,7.105,100,510,-0.045,34:00.0
I,N,10116879,LQD,109.83,109.83,759,759,0,34:00.0
I,N,10116880,LQD,109.94,109.885,100,859,0.055,34:00.0
I,N,10116881,LQD,109.94,109.903333,100,959,0.036667,34:00.0
I,N,10116882,LQD,109.94,109.9125,155,1114,0.0275,34:00.0
I,N,10116883,LQD,109.94,109.918,101,1215,0.022,34:00.0
I,N,10116884,LQD,109.94,109.921667,143,1358,0.018333,34:00.0
I,N,10116885,LQD,109.94,109.924286,147,1505,0.015714,34:00.0
I,N,10116886,LQD,109.94,109.92625,379,1884,0.01375,34:00.0
I,N,10116887,LQD,109.94,109.927778,180,2064,0.012222,34:00.0
I,N,10116888,LQD,109.94,109.929,112,2176,0.011,34:00.0
I,N,10116889,LQD,109.94,109.93,170,2346,0.01,34:00.0
I,N,10116890,LQD,109.94,109.930833,477,2823,0.009167,34:00.0
I,N,10116891,LQD,109.94,109.931538,126,2949,0.008462,34:00.0
I,N,10116892,LQD,109.94,109.932143,100,3049,0.007857,34:00.0
I,N,10116893,LQD,109.94,109.932667,135,3184,0.007333,34:00.0
I,N,10116894,LQD,109.94,109.933125,130,3314,0.006875,34:00.0
I,N,10116895,LQD,109.94,109.933529,178,3492,0.006471,34:00.0
I,N,10116896,LQD,109.94,109.933889,200,3692,0.006111,34:00.0
I,N,10116897,LQD,109.94,109.934211,290,3982,0.005789,34:00.0
I,N,10116898,LQD,109.94,109.9345,818,4800,0.0055,34:00.0
I,N,10116899,LQD,109.94,109.934762,100,4900,0.005238,34:00.0
I,N,10116900,LQD,109.94,109.935,395,5295,0.005,34:00.0
I,N,10116901,LQD,109.94,109.935217,156,5451,0.004783,34:00.0
I,N,10116902,LQD,109.94,109.935417,199,5650,0.004583,34:00.0
I,N,10116903,LQD,109.94,109.9356,627,6277,0.0044,34:00.0
I,N,10116904,LQD,109.94,109.935769,142,6419,0.004231,34:00.0
I,N,10116905,LQD,109.94,109.935926,1000,7419,0.004074,34:00.0
I,N,10116906,LQD,109.94,109.936071,636,8055,0.003929,34:00.0
I,N,10116907,LQD,109.94,109.936207,370,8425,0.003793,34:00.0
I,N,10116908,LQD,109.94,109.936333,151,8576,0.003667,34:00.0
I,N,10116909,LQD,109.94,109.936452,145,8721,0.003548,34:00.0
I,N,10116910,LQD,109.94,109.936562,100,8821,0.003438,34:00.0
I,N,10116911,LQD,109.94,109.936667,206,9027,0.003333,34:00.0
I,N,10116912,LQD,109.94,109.936765,106,9133,0.003235,34:00.0
I,N,10116913,LQD,109.94,109.936857,114,9247,0.003143,34:00.0
I,N,10116914,LQD,109.94,109.936944,341,9588,0.003056,34:00.0
I,N,10116915,LQD,109.94,109.937027,188,9776,0.002973,34:00.0
I,N,10116916,LQD,109.94,109.937105,100,9876,0.002895,34:00.0
I,N,10116917,LQD,109.94,109.937179,185,10061,0.002821,34:00.0
I,N,10116918,LQD,109.94,109.93725,321,10382,0.00275,34:00.0
I,N,10116919,LQD,109.94,109.937317,160,10542,0.002683,34:00.0
I,N,10116920,LQD,109.94,109.937381,149,10691,0.002619,34:00.0
I,N,10116921,LQD,109.94,109.937442,115,10806,0.002558,34:00.0
I,N,10116922,LQD,109.94,109.9375,135,10941,0.0025,34:00.0
I,N,10116923,LQD,109.94,109.937556,118,11059,0.002444,34:00.0
I,N,10116924,LQD,109.94,109.937609,681,11740,0.002391,34:00.0
I,N,10116925,LQD,109.94,109.93766,669,12409,0.00234,34:00.0
I,N,10116926,LQD,109.94,109.937708,351,12760,0.002292,34:00.0
I,N,10116927,LQD,109.94,109.937755,600,13360,0.002245,34:00.0
I,N,10116928,LQD,109.94,109.9378,100,13460,0.0022,34:00.0
I,N,10116929,LQD,109.94,109.937843,290,13750,0.002157,34:00.0
I,N,10116930,LQD,109.94,109.937885,736,14486,0.002115,34:00.0
I,N,10116931,LQD,109.94,109.937925,1000,15486,0.002075,34:00.0
I,N,10116932,LQD,109.94,109.937963,3264,18750,0.002037,34:00.0
I,N,10116933,LQD,109.93,109.937818,3264,22014,-0.007818,34:00.0
I,N,10126691,LSC,7.21,7.21,214,214,0,34:00.0
I,N,10126692,LSC,7.21,7.21,501,715,0,34:00.0
I,N,10127268,LSI,4.25,4.25,520,520,0,34:00.0
I,N,10186326,LUK,22.91,22.91,160,160,0,34:00.0
I,N,10191920,LUV,12.12,12.12,579,579,0,34:00.0
I,N,1020668,ANR,39.43,39.43,100,100,0,34:00.0
I,N,1020669,ANR,39.43,39.43,400,500,0,34:00.0
I,N,10214917,LVS,28.36,28.36,6530,6530,0,34:00.0
I,N,10214918,LVS,28.32,28.34,100,6630,-0.02,34:00.0
I,N,10214919,LVS,28.32,28.333333,100,6730,-0.013333,34:00.0
I,N,10214920,LVS,28.32,28.33,100,6830,-0.01,34:00.0
I,N,10214921,LVS,28.32,28.328,100,6930,-0.008,34:00.0
